Temperature,Humidity,Pressure
31.4901424590337,69.26177547531641,1024.194843492688
29.585207096486446,79.0941664047013,1020.3970694633022
31.94306561430208,46.01432426180859,1013.4770429593614
34.569089569224076,65.62969236690572,1007.8245057783554
29.29753987582999,53.49357430878173,1018.5857865089088
29.29758912915246,55.12874616235304,1016.147883083374
34.737638446522176,54.07606075761131,1020.1615457602219
32.302304187458724,51.36009230320184,1018.0813744134557
28.591576842195146,60.48521627944827,1021.3964217225547
31.627680130757895,51.69049883588962,1008.7181183075155
28.609746921562614,62.704568257798385,1023.5391525250747
28.60281073928923,59.49761890550863,1014.5807968375392
30.725886814698104,57.6105195313359,1029.6020869810022
24.260159266026605,50.92436337958402,1007.4864974552835
24.8252465024609,54.23228669431667,1026.887710425322
28.313137412277083,67.55391225825755,1014.5832862677012
26.961506638996728,65.00917187624381,1007.7886559710844
30.94274199778582,50.22444755201449,1009.1289133275654
27.27592777343637,60.99332305429226,1010.4372215344455
25.763088895994127,67.5138712337179,1016.3933275712153
34.39694630676466,43.305947188786284,1017.182683904284
29.322671098540393,65.43360192379934,1008.4103999684913
30.20258461406377,53.37376241054153,1012.8051632619122
25.72575544135963,65.70598668593159,1030.1381628688948
28.36685182642445,52.367408434574834,1026.8203453608057
30.3327677691296,41.95117899335481,1016.4905893573923
26.54701926773309,43.72457562116837,1013.3040278253457
31.127094055037016,60.48084946661382,1013.9602506137461
28.198083930243584,62.59722501721482,1017.9081437818434
29.124918750620168,50.956833748955916,1004.8176594784128
28.194880163311808,66.38592458777374,1010.9409877006133
35.55683455352681,43.3847993773104,999.6513274089793
29.9595083257862,59.33920201352684,1016.1937849808422
26.8268672131323,47.889838002375434,1018.1775675176219
32.46763473630957,53.48163892197841,1009.134508301605
26.337469050086934,60.47398671316414,1025.5918941063203
30.626590785014265,51.39586634716048,1003.1938746959813
24.120989628360675,56.154444557701744,1001.2850009583215
26.015441853304708,70.0629280921444,1014.7956145484798
30.590583707607372,54.23108130476851,1021.3767864208972
32.21539973998623,68.35692112065142,1026.471421531663
30.51410484356991,48.702931453423815,1009.3289258970485
29.65305515283528,65.29804177915283,1021.6294466674503
29.096688913232132,74.41568620657901,1012.6919322439943
25.56443402889772,35.283554998727105,1011.6189816004735
27.840467374815873,52.03104744529523,1020.0692794998934
28.618083687120638,65.7707212718054,1018.2185830273073
33.171366678656746,57.96954613957007,1000.388862744126
31.030854868705383,63.71145873371309,1024.8123227978072
24.7108795339118,53.960148132841795,1024.0407308331796
55.0,60.865897874729,1007.9954983879238
28.84475315875105,58.44322764607921,1016.1664282674993
27.969233999082125,71.67782061659807,1016.9522414902619
31.835028866522602,62.54420843301213,1015.0853901265913
33.092998567487854,63.37602662075202,1008.5975587692367
32.79384035734859,55.881230338775325,1007.6270130564956
27.482347430332084,55.123937759275066,1012.7955674320684
29.072362872446355,55.67441812180379,1022.3818321540749
30.99379029421069,63.944521423782966,1017.3488012367554
32.92663538136708,55.79015519179737,1010.0350853433112
28.56247728646413,62.89774856896413,1019.1735896851868
29.44302307000855,80.75400798645438,990.2116590349594
26.680995077981915,68.71124703431693,1022.1901256029769
26.411380127757987,56.73976467832159,999.0822897697752
32.43757746718259,72.01213922163944,1010.1004724687749
34.06872008571247,55.91924626978449,1004.0426408429909
29.783969635258998,39.61875464822146,1002.6425481942327
33.01059869367607,49.91913689082596,1022.2866142990282
31.084908075142902,41.29208078974145,1009.2583903895048
28.06464073618463,56.48486515958692,1015.7720310538457
31.084186816525243,60.184183791895514,1012.6246353689666
34.61410969939791,76.76437312275283,1016.816326617785
29.892521882670145,63.269273737641626,1013.614575128482
34.69393096744202,57.80899471191136,1002.7360622064914
22.140764687730766,68.2940558118349,1020.9701345555771
32.46570751312567,37.88864690992115,1009.0499473347095
